nest_ID,nest_label,year,tile_ID,nest_visible_in_satellite_binary,nest_visible_in_satellite,colony,nest_latitude,nest_longitude,date_found,date_last_alive,status,ref_latitude,ref_longitude,comment
13233,TRAL_2018_Gony_Path35,2018,56,0,no,Gonydale,-40.34757695,-9.91070758,26-Jan-18,05-Jun-18,breeder,,,
13230,TRAL_2018_Gony_Path28,2018,57,1,yes,Gonydale,-40.347812,-9.909857,14-Jan-18,17-Mar-18,breeder,-40.34777837,-9.90989136,
13321,TRAL_2018_Gonydale43,2018,78,1,yes,Gonydale,-40.346078,-9.917181,19-Jan-18,02-Jul-18,breeder,-40.34607206,-9.91718455,
13303,TRAL_2018_Gonydale21,2018,78,1,yes,Gonydale,-40.346193,-9.917886,13-Jan-18,05-Mar-18,breeder,-40.3462175,-9.91792487,
13318,TRAL_2018_Gonydale40,2018,79,1,yes,Gonydale,-40.34552523,-9.91576103,26-Jan-18,30-Aug-18,breeder,-40.34550769,-9.91577847,
13244,TRAL_2018_Gonydale107,2018,79,1,yes,Gonydale,-40.345645,-9.91597,13-Jan-18,30-Jul-18,breeder,-40.34566771,-9.91598497,
13231,TRAL_2018_Gony_Path30,2018,82,0,no,Gonydale,-40.345707,-9.912433,14-Jan-18,05-Apr-18,breeder,,,
13234,TRAL_2018_Gony_Path80,2018,83,1,yes,Gonydale,-40.346061,-9.911809,14-Jan-18,05-Apr-18,breeder,-40.34603312,-9.91184678,
13229,TRAL_2018_Gony_Path151,2018,83,0,no,Gonydale,-40.345746,-9.91197,14-Jan-18,05-Jun-18,breeder,,,Possibly not in satellite image if it abandoned nest early?
13232,TRAL_2018_Gony_Path31,2018,83,0,no,Gonydale,-40.345901,-9.912173,14-Jan-18,04-May-18,breeder,,,
13281,TRAL_2018_Gonydale140,2018,93,0,no,Gonydale,-40.344859,-9.916418,13-Jan-18,22-Oct-18,breeder,,,
13352,TRAL_2018_Gonydale73,2018,93,0,no,Gonydale,-40.344723,-9.916431,13-Jan-18,27-Mar-18,breeder,,,
13366,TRAL_2018_Gonydale86,2018,93,0,no,Gonydale,-40.34477,-9.915855,06-Jan-18,27-Mar-18,breeder,,,
13336,TRAL_2018_Gonydale59,2018,95,1,yes,Gonydale,-40.344691,-9.914052,06-Jan-18,22-Oct-18,breeder,-40.34469389,-9.91407151,
13249,TRAL_2018_Gonydale111,2018,96,1,yes,Gonydale,-40.345181,-9.912999,19-Jan-18,04-May-18,breeder,-40.34517242,-9.91304304,
13297,TRAL_2018_Gonydale16,2018,98,0,no,Gonydale,-40.34507738,-9.9098859,13-Jan-18,05-Jun-18,breeder,,,
13371,TRAL_2018_Gonydale90,2018,106,1,yes,Gonydale,-40.344056,-9.916323,13-Jan-18,22-Oct-18,breeder,-40.3440622,-9.91635727,
13344,TRAL_2018_Gonydale66,2018,106,1,yes,Gonydale,-40.343989,-9.9161,13-Jan-18,05-Apr-18,breeder,-40.34401003,-9.91611805,
13320,TRAL_2018_Gonydale42,2018,107,1,yes,Gonydale,-40.344279,-9.914748,13-Jan-18,02-Jul-18,breeder,-40.34429142,-9.91474438,
13372,TRAL_2018_Gonydale91,2018,107,1,yes,Gonydale,-40.34405,-9.915234,13-Jan-18,05-Apr-18,breeder,-40.34404974,-9.91523921,
13362,TRAL_2018_Gonydale82,2018,107,0,no,Gonydale,-40.344507,-9.915073,13-Jan-18,22-Oct-18,breeder,,,
13253,TRAL_2018_Gonydale115,2018,109,0,no,Gonydale,-40.3438916,-9.91228798,13-Jan-18,22-Oct-18,breeder,,,
13337,TRAL_2018_Gonydale6,2018,109,0,no,Gonydale,-40.34441018,-9.91227214,13-Jan-18,22-Oct-18,breeder,,,
13277,TRAL_2018_Gonydale137,2018,110,1,yes,Gonydale,-40.34407935,-9.91132666,13-Jan-18,06-Apr-18,breeder,-40.34408585,-9.91133998,
13360,TRAL_2018_Gonydale81A,2018,110,1,yes,Gonydale,-40.34386687,-9.91165599,13-Jan-18,04-May-18,breeder,-40.34388358,-9.91166902,
13255,TRAL_2018_Gonydale117,2018,110,0,no,Gonydale,-40.34412168,-9.91180753,13-Jan-18,06-Apr-18,breeder,,,
13274,TRAL_2018_Gonydale134,2018,110,0,no,Gonydale,-40.34449082,-9.91107361,13-Jan-18,06-Apr-18,breeder,,,
13369,TRAL_2018_Gonydale89,2018,110,0,no,Gonydale,-40.34376813,-9.91191415,13-Jan-18,06-Apr-18,breeder,,,
13315,TRAL_2018_Gonydale37,2018,117,0,no,Gonydale,-40.342826,-9.918602,19-Jan-18,05-Apr-18,breeder,,,
13365,TRAL_2018_Gonydale85,2018,119,0,no,Gonydale,-40.343213,-9.916036,06-Jan-18,22-Oct-18,breeder,,,
13354,TRAL_2018_Gonydale75,2018,120,1,yes,Gonydale,-40.34287948,-9.91476743,13-Jan-18,02-Jul-18,breeder,-40.34289106,-9.91478666,
13273,TRAL_2018_Gonydale133,2018,121,1,yes,Gonydale,-40.34286959,-9.91365943,06-Jan-18,22-Oct-18,breeder,-40.3428892,-9.91370135,
13245,TRAL_2018_Gonydale108,2018,121,0,no,Gonydale,-40.343391,-9.914385,13-Jan-18,22-Oct-18,breeder,,,
13254,TRAL_2018_Gonydale116,2018,121,0,no,Gonydale,-40.34282223,-9.91442327,13-Jan-18,05-Feb-18,breeder,,,
13378,TRAL_2018_Gonydale97,2018,121,0,no,Gonydale,-40.3434865,-9.91345977,13-Jan-18,02-Jul-18,breeder,,,
13351,TRAL_2018_Gonydale72,2018,122,1,yes,Gonydale,-40.34280681,-9.91257976,13-Jan-18,22-Oct-18,breeder,-40.34281354,-9.91260158,
13334,TRAL_2018_Gonydale56,2018,122,1,yes,Gonydale,-40.34346596,-9.91295007,13-Jan-18,05-Jun-18,breeder,-40.34351273,-9.91268412,
13339,TRAL_2018_Gonydale61,2018,122,0,no,Gonydale,-40.34297009,-9.91275268,13-Jan-18,22-Oct-18,breeder,,,
13330,TRAL_2018_Gonydale51,2018,123,1,yes,Gonydale,-40.34347409,-9.91187777,13-Jan-18,17-Mar-18,breeder,-40.34349684,-9.91190377,
13266,TRAL_2018_Gonydale127,2018,123,0,no,Gonydale,-40.34320822,-9.91127805,19-Jan-18,22-Oct-18,breeder,,,
13283,TRAL_2018_Gonydale142,2018,132,1,yes,Gonydale,-40.342554,-9.918369,13-Jan-18,30-Aug-18,breeder,-40.34254303,-9.91841679,
13349,TRAL_2018_Gonydale70,2018,132,0,no,Gonydale,-40.342237,-9.91872,13-Jan-18,02-Jul-18,breeder,,,
13290,TRAL_2018_Gonydale149,2018,134,1,yes,Gonydale,-40.342484,-9.916463,06-Jan-18,22-Oct-18,breeder,-40.34247814,-9.91651075,
13323,TRAL_2018_Gonydale45,2018,134,1,yes,Gonydale,-40.341866,-9.915742,06-Jan-18,27-Mar-18,breeder,-40.34190203,-9.91577881,
13236,TRAL_2018_Gonydale10,2018,135,0,no,Gonydale,-40.34185429,-9.9146666,06-Jan-18,22-Oct-18,breeder,,,
13275,TRAL_2018_Gonydale135,2018,136,1,yes,Gonydale,-40.34242845,-9.91408096,06-Jan-18,02-Jul-18,breeder,-40.34243358,-9.91414387,
13270,TRAL_2018_Gonydale130,2018,136,0,no,Gonydale,-40.34189545,-9.91340009,06-Jan-18,05-Jun-18,breeder,,,
13276,TRAL_2018_Gonydale136,2018,136,0,no,Gonydale,-40.34196024,-9.91435907,06-Jan-18,05-Jun-18,breeder,,,
13319,TRAL_2018_Gonydale41,2018,136,0,no,Gonydale,-40.34234438,-9.91369925,06-Jan-18,05-Jun-18,breeder,,,
13345,TRAL_2018_Gonydale67,2018,137,1,yes,Gonydale,-40.3421376,-9.91281252,06-Jan-18,02-Jul-18,breeder,-40.34212767,-9.91289632,
13311,TRAL_2018_Gonydale32,2018,138,1,yes,Gonydale,-40.34216333,-9.91218237,19-Jan-18,06-Apr-18,breeder,-40.34216748,-9.91221588,"GPS is in tile 138, but ref is in tile 137 due to distance apart."
13293,TRAL_2018_Gonydale152,2018,138,0,no,Gonydale,-40.34274101,-9.91212546,13-Jan-18,22-Oct-18,breeder,,,
13300,TRAL_2018_Gonydale19,2018,138,0,no,Gonydale,-40.34232586,-9.91163026,13-Jan-18,22-Oct-18,breeder,,,
13324,TRAL_2018_Gonydale46,2018,138,0,no,Gonydale,-40.34255845,-9.91181139,13-Jan-18,22-Oct-18,breeder,,,
13235,TRAL_2018_Gonydale1,2018,139,0,no,Gonydale,-40.34250489,-9.91059132,19-Jan-18,26-Mar-18,breeder,,,
13243,TRAL_2018_Gonydale106,2018,149,1,yes,Gonydale,-40.341266,-9.91813,06-Jan-18,22-Oct-18,breeder,-40.34124718,-9.91819937,
13307,TRAL_2018_Gonydale26,2018,150,0,no,Gonydale,-40.3417,-9.917581,06-Jan-18,02-Jul-18,breeder,,,
13305,TRAL_2018_Gonydale23,2018,151,0,no,Gonydale,-40.34106329,-9.91648422,06-Jan-18,22-Oct-18,breeder,,,
13247,TRAL_2018_Gonydale11,2018,152,1,yes,Gonydale,-40.34117259,-9.91479585,06-Jan-18,05-Mar-18,breeder,-40.34116607,-9.91482263,
13258,TRAL_2018_Gonydale12,2018,152,0,no,Gonydale,-40.34154709,-9.91553798,06-Jan-18,30-Jul-18,breeder,,,
13327,TRAL_2018_Gonydale49,2018,153,1,yes,Gonydale,-40.34130125,-9.91337629,06-Jan-18,22-Oct-18,breeder,-40.34127869,-9.91343744,
13329,TRAL_2018_Gonydale50,2018,153,1,yes,Gonydale,-40.3410384,-9.91415354,06-Jan-18,05-Jun-18,breeder,-40.34102199,-9.91422536,
13257,TRAL_2018_Gonydale119,2018,154,1,yes,Gonydale,-40.34181993,-9.91286147,13-Jan-18,05-Jun-18,breeder,-40.34181645,-9.91288949,
13284,TRAL_2018_Gonydale143,2018,154,1,yes,Gonydale,-40.34174105,-9.91247616,06-Jan-18,02-Jul-18,breeder,-40.34172672,-9.91254588,
13355,TRAL_2018_Gonydale76,2018,154,1,yes,Gonydale,-40.34153452,-9.91285259,13-Jan-18,02-Jul-18,breeder,-40.34152875,-9.91289356,
13314,TRAL_2018_Gonydale36,2018,162,1,yes,Gonydale,-40.339994,-9.923339,13-Jan-18,30-Aug-18,breeder,-40.33996332,-9.92336391,
13267,TRAL_2018_Gonydale128,2018,163,0,no,Gonydale,-40.340163,-9.922007,06-Jan-18,22-Oct-18,breeder,,,
13359,TRAL_2018_Gonydale8,2018,163,0,no,Gonydale,-40.340627,-9.921965,06-Jan-18,06-Jan-18,breeder,,,
13269,TRAL_2018_Gonydale13,2018,164,1,yes,Gonydale,-40.340116,-9.920621,06-Jan-18,22-Oct-18,breeder,-40.34011996,-9.92063255,
13248,TRAL_2018_Gonydale110,2018,164,0,no,Gonydale,-40.3404,-9.920606,19-Jan-18,05-Apr-18,breeder,,,
13350,TRAL_2018_Gonydale71,2018,165,1,yes,Gonydale,-40.340612,-9.920013,13-Jan-18,30-Jul-18,breeder,-40.34060215,-9.92002811,
13238,TRAL_2018_Gonydale101,2018,166,0,no,Gonydale,-40.340014,-9.919145,06-Jan-18,22-Oct-18,breeder,,,
13376,TRAL_2018_Gonydale95,2018,167,1,yes,Gonydale,-40.340023,-9.917273,13-Jan-18,22-Oct-18,breeder,-40.33997375,-9.91729962,"GPS is in tile 167, but ref is in tile 185 due to distance apart."
13380,TRAL_2018_Gonydale99,2018,167,0,no,Gonydale,-40.340229,-9.917688,13-Jan-18,22-Oct-18,breeder,,,
13322,TRAL_2018_Gonydale44,2018,168,1,yes,Gonydale,-40.34062475,-9.91653493,06-Jan-18,22-Oct-18,breeder,-40.34061439,-9.91658097,
13348,TRAL_2018_Gonydale7,2018,168,0,no,Gonydale,-40.34054026,-9.91667951,06-Jan-18,22-Oct-18,breeder,,,
13357,TRAL_2018_Gonydale78,2018,168,0,no,Gonydale,-40.34088048,-9.91599186,13-Jan-18,30-Aug-18,breeder,,,
13285,TRAL_2018_Gonydale144,2018,169,1,yes,Gonydale,-40.34026081,-9.91490783,06-Jan-18,30-Aug-18,breeder,-40.34027098,-9.91492684,
13358,TRAL_2018_Gonydale79,2018,169,1,yes,Gonydale,-40.34062383,-9.91550169,06-Jan-18,02-Jul-18,breeder,-40.34064715,-9.91552907,
13295,TRAL_2018_Gonydale154,2018,171,1,yes,Gonydale,-40.34013273,-9.91240256,06-Jan-18,30-Jul-18,breeder,-40.34012046,-9.91246044,
13304,TRAL_2018_Gonydale22,2018,185,1,yes,Gonydale,-40.339913,-9.917353,06-Jan-18,19-Jan-18,breeder,-40.33991249,-9.91737062,
13260,TRAL_2018_Gonydale121,2018,186,1,yes,Gonydale,-40.339518,-9.916846,13-Jan-18,05-Jun-18,breeder,-40.33949711,-9.91689013,"GPS is in tile 186, but ref is in tile 185 due to distance apart."
13333,TRAL_2018_Gonydale55,2018,186,1,yes,Gonydale,-40.33943033,-9.91683575,06-Jan-18,04-May-18,breeder,-40.33940409,-9.916891,"GPS is in tile 186, but ref is in tile 185 due to distance apart."
13262,TRAL_2018_Gonydale123,2018,186,0,no,Gonydale,-40.3399236,-9.91604157,13-Jan-18,22-Oct-18,breeder,,,
13288,TRAL_2018_Gonydale147,2018,187,1,yes,Gonydale,-40.33936688,-9.91522525,06-Jan-18,02-Jul-18,breeder,-40.33935798,-9.91523396,
13309,TRAL_2018_Gonydale29,2018,187,1,yes,Gonydale,-40.339763,-9.915072,19-Jan-18,30-Jul-18,breeder,-40.33973432,-9.91506051,
13261,TRAL_2018_Gonydale122,2018,187,0,no,Gonydale,-40.33923905,-9.91537655,13-Jan-18,22-Oct-18,breeder,,,
13296,TRAL_2018_Gonydale155,2018,187,0,no,Gonydale,-40.33991111,-9.91537881,06-Jan-18,02-Jul-18,breeder,,,
13342,TRAL_2018_Gonydale64,2018,187,0,no,Gonydale,-40.33969184,-9.91523816,06-Jan-18,05-Jun-18,breeder,,,
13373,TRAL_2018_Gonydale92,2018,188,1,yes,Gonydale,-40.33918105,-9.91349062,06-Jan-18,22-Oct-18,breeder,-40.33919825,-9.91351723,
13347,TRAL_2018_Gonydale69,2018,188,0,no,Gonydale,-40.33931357,-9.91441791,06-Jan-18,02-Jul-18,breeder,,,
13335,TRAL_2018_Gonydale57,2018,189,1,yes,Gonydale,-40.33940317,-9.91294026,06-Jan-18,02-Jul-18,breeder,-40.33939723,-9.91295048,
13256,TRAL_2018_Gonydale118,2018,189,0,no,Gonydale,-40.33989594,-9.91311737,27-Mar-18,02-Jul-18,breeder,,,
13240,TRAL_2018_Gonydale103,2018,190,1,yes,Gonydale,-40.33968832,-9.91172296,13-Jan-18,30-Jul-18,breeder,-40.33966718,-9.91177281,
13367,TRAL_2018_Gonydale87,2018,198,0,no,Gonydale,-40.338513,-9.923315,06-Jan-18,05-Jun-18,breeder,,,
13370,TRAL_2018_Gonydale9,2018,199,1,yes,Gonydale,-40.338722,-9.922539,06-Jan-18,05-Apr-18,breeder,-40.33871253,-9.92258723,
13279,TRAL_2018_Gonydale139,2018,200,1,yes,Gonydale,-40.338429,-9.920735,06-Jan-18,05-Jun-18,breeder,-40.33841643,-9.92073957,
13346,TRAL_2018_Gonydale68,2018,200,1,yes,Gonydale,-40.338514,-9.920847,06-Jan-18,10-Jun-18,breeder,-40.33851051,-9.92086478,
13280,TRAL_2018_Gonydale14,2018,201,1,yes,Gonydale,-40.33877,-9.919416,13-Jan-18,26-Jan-18,breeder,-40.33874768,-9.91945507,
13272,TRAL_2018_Gonydale132,2018,201,0,no,Gonydale,-40.338391,-9.920047,06-Jan-18,05-Apr-18,breeder,,,
13268,TRAL_2018_Gonydale129,2018,203,0,no,Gonydale,-40.338906,-9.917722,06-Jan-18,22-Oct-18,breeder,,,
13286,TRAL_2018_Gonydale145,2018,204,1,yes,Gonydale,-40.33905817,-9.91609639,06-Jan-18,02-Jul-18,breeder,-40.33904231,-9.91613252,
13338,TRAL_2018_Gonydale60,2018,204,1,yes,Gonydale,-40.33866908,-9.91568961,06-Jan-18,30-Jul-18,breeder,-40.33864863,-9.91570966,
13377,TRAL_2018_Gonydale96,2018,205,1,yes,Gonydale,-40.33843615,-9.91471455,06-Jan-18,23-Mar-18,breeder,-40.33844853,-9.91471821,
13308,TRAL_2018_Gonydale27,2018,205,1,yes,Gonydale,-40.33876003,-9.9150893,13-Jan-18,02-Jul-18,breeder,-40.33874168,-9.91510387,
13343,TRAL_2018_Gonydale65,2018,205,0,no,Gonydale,-40.33829257,-9.91524378,06-Jan-18,05-Jun-18,breeder,,,
13299,TRAL_2018_Gonydale18,2018,206,1,yes,Gonydale,-40.33876631,-9.91433183,13-Jan-18,13-Apr-18,breeder,-40.33875917,-9.91438007,
13328,TRAL_2018_Gonydale5,2018,206,1,yes,Gonydale,-40.33871661,-9.91446954,06-Jan-18,05-Jun-18,breeder,-40.33874652,-9.91447598,
13292,TRAL_2018_Gonydale150,2018,206,1,yes,Gonydale,-40.33905826,-9.91418364,13-Jan-18,05-Jun-18,breeder,-40.33905537,-9.91421098,
13326,TRAL_2018_Gonydale48,2018,206,1,yes,Gonydale,-40.33907083,-9.91401248,06-Jan-18,02-Jul-18,breeder,-40.33908613,-9.91402407,
13239,TRAL_2018_Gonydale102,2018,217,1,yes,Gonydale,-40.337673,-9.923377,06-Jan-18,04-May-18,breeder,-40.33765965,-9.92343069,
13379,TRAL_2018_Gonydale98,2018,217,0,no,Gonydale,-40.337339,-9.922958,06-Jan-18,05-Apr-18,breeder,,,
13363,TRAL_2018_Gonydale83,2018,218,1,yes,Gonydale,-40.337935,-9.922521,06-Jan-18,17-Mar-18,breeder,-40.33791611,-9.92252729,
13259,TRAL_2018_Gonydale120,2018,219,1,yes,Gonydale,-40.337697,-9.920749,06-Jan-18,05-Mar-18,breeder,-40.33767564,-9.92078289,maybe high?
13316,TRAL_2018_Gonydale38,2018,220,1,yes,Gonydale,-40.337691,-9.920132,06-Jan-18,22-Oct-18,breeder,-40.33767543,-9.92015573,
13252,TRAL_2018_Gonydale114,2018,221,1,yes,Gonydale,-40.338109,-9.918139,06-Jan-18,22-Oct-18,breeder,-40.33807226,-9.91819268,
13375,TRAL_2018_Gonydale94,2018,221,0,no,Gonydale,-40.337637,-9.918472,06-Jan-18,22-Oct-18,breeder,,,
13331,TRAL_2018_Gonydale52,2018,222,1,yes,Gonydale,-40.33793902,-9.91716927,06-Jan-18,02-Jul-18,breeder,-40.33790535,-9.91722378,
13271,TRAL_2018_Gonydale131,2018,222,0,no,Gonydale,-40.33741021,-9.9170914,06-Jan-18,22-Oct-18,breeder,,,
13287,TRAL_2018_Gonydale146,2018,222,0,no,Gonydale,-40.33775018,-9.917338,06-Jan-18,02-Jul-18,breeder,,,
13374,TRAL_2018_Gonydale93,2018,222,0,no,Gonydale,-40.337602,-9.917187,19-Jan-18,05-Feb-18,breeder,,,
13341,TRAL_2018_Gonydale63,2018,223,1,yes,Gonydale,-40.33763501,-9.91639134,13-Jan-18,02-Jul-18,breeder,-40.3376231,-9.9164457,
13251,TRAL_2018_Gonydale113,2018,224,1,yes,Gonydale,-40.33818469,-9.91452444,06-Jan-18,05-Jun-18,breeder,-40.33819819,-9.91453906,
13312,TRAL_2018_Gonydale33,2018,224,0,no,Gonydale,-40.338024,-9.914795,19-Jan-18,22-Oct-18,breeder,,,
13332,TRAL_2018_Gonydale53,2018,224,0,no,Gonydale,-40.3377827,-9.91508377,06-Jan-18,22-Oct-18,breeder,,,
13325,TRAL_2018_Gonydale47,2018,225,0,no,Gonydale,-40.337777,-9.91373294,06-Jan-18,05-Jun-18,breeder,,,
13241,TRAL_2018_Gonydale104,2018,237,1,yes,Gonydale,-40.336405,-9.921363,06-Jan-18,22-Oct-18,breeder,-40.33642484,-9.92139446,
13302,TRAL_2018_Gonydale20,2018,238,1,yes,Gonydale,-40.336725,-9.919447,06-Jan-18,13-Apr-18,breeder,-40.33673486,-9.9194813,
13368,TRAL_2018_Gonydale88,2018,238,1,yes,Gonydale,-40.337268,-9.920163,06-Jan-18,04-May-18,breeder,-40.33728069,-9.92019457,
13291,TRAL_2018_Gonydale15,2018,238,0,no,Gonydale,-40.336948,-9.919763,19-Jan-18,22-Oct-18,breeder,,,
13246,TRAL_2018_Gonydale109,2018,239,0,no,Gonydale,-40.336474,-9.918993,13-Jan-18,02-Jul-18,breeder,,,
13250,TRAL_2018_Gonydale112,2018,239,0,no,Gonydale,-40.33686,-9.918683,06-Jan-18,22-Oct-18,breeder,,,
13317,TRAL_2018_Gonydale4,2018,239,0,no,Gonydale,-40.336476,-9.918834,06-Jan-18,02-Jul-18,breeder,,,
13264,TRAL_2018_Gonydale125,2018,240,1,yes,Gonydale,-40.336787,-9.916952,06-Jan-18,27-Mar-18,breeder,-40.33679291,-9.91698266,
13306,TRAL_2018_Gonydale24,2018,240,1,yes,Gonydale,-40.33681,-9.917279,06-Jan-18,27-Mar-18,breeder,-40.33680572,-9.9173007,
13356,TRAL_2018_Gonydale77,2018,241,1,yes,Gonydale,-40.33655098,-9.91626344,06-Jan-18,05-Jun-18,breeder,-40.33655749,-9.91629603,
13353,TRAL_2018_Gonydale74,2018,241,1,yes,Gonydale,-40.33655064,-9.91605481,06-Jan-18,02-Jul-18,breeder,-40.33656471,-9.916072,
13298,TRAL_2018_Gonydale17,2018,242,1,yes,Gonydale,-40.337011,-9.91527,19-Jan-18,23-Feb-18,breeder,-40.33700864,-9.91526379,
13294,TRAL_2018_Gonydale153,2018,242,0,no,Gonydale,-40.33655567,-9.91471245,06-Jan-18,22-Oct-18,breeder,,,
13340,TRAL_2018_Gonydale62,2018,242,0,no,Gonydale,-40.33716738,-9.91457859,06-Jan-18,05-Jun-18,breeder,,,
13301,TRAL_2018_Gonydale2,2018,243,1,yes,Gonydale,-40.33709815,-9.91380243,13-Jan-18,06-Apr-18,breeder,-40.33710629,-9.9138459,
13313,TRAL_2018_Gonydale34,2018,243,1,yes,Gonydale,-40.33697343,-9.91403435,13-Jan-18,22-Oct-18,breeder,-40.33697206,-9.91407322,
13361,TRAL_2018_Gonydale81B,2018,243,0,no,Gonydale,-40.33656833,-9.91367745,04-May-18,22-Oct-18,breeder,,,
13242,TRAL_2018_Gonydale105,2018,256,1,yes,Gonydale,-40.335905,-9.919875,06-Jan-18,02-Jul-18,breeder,-40.33593999,-9.91993412,
13310,TRAL_2018_Gonydale3,2018,256,1,yes,Gonydale,-40.335536,-9.919696,13-Jan-18,05-Jun-18,breeder,-40.33554143,-9.91971536,
13282,TRAL_2018_Gonydale141,2018,256,0,no,Gonydale,-40.336062,-9.919855,06-Jan-18,17-Apr-18,breeder,,,
13237,TRAL_2018_Gonydale100,2018,257,1,yes,Gonydale,-40.335876,-9.918915,06-Jan-18,05-Jun-18,breeder,-40.33588167,-9.91895672,
13263,TRAL_2018_Gonydale124,2018,257,1,yes,Gonydale,-40.336077,-9.918723,06-Jan-18,05-Jun-18,breeder,-40.33608149,-9.91874364,
13265,TRAL_2018_Gonydale126,2018,258,1,yes,Gonydale,-40.336042,-9.917411,06-Jan-18,05-Jun-18,breeder,-40.33606396,-9.9174423,
13364,TRAL_2018_Gonydale84,2018,258,0,no,Gonydale,-40.336122,-9.917116,06-Jan-18,05-Jun-18,breeder,,,
13278,TRAL_2018_Gonydale138,2018,259,0,no,Gonydale,-40.33601353,-9.91592347,06-Jan-18,05-Mar-18,breeder,,,
13289,TRAL_2018_Gonydale148,2018,259,0,no,Gonydale,-40.33590021,-9.91601885,06-Jan-18,05-Jun-18,breeder,,,
