observer,filename,file_size,region_count,region_id,cx,cy,tile_ID,observer_ID,georef_lat,georef_long,pixel_width,pixel_height,matched_nest_ID,nearby_nest,distance_to_nest_m
HC,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,85.0,318.0,166.0,obs2,-40.34085337886094,-9.91891735949786,334.0,335.0,,False,95.31
HC,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,223.0,168.0,obs2,-40.34061605017607,-9.916572346376439,334.0,335.0,13322,True,3.32
HC,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,91.0,169.0,obs2,-40.340266938950776,-9.91492248867276,334.0,335.0,13285,True,1.42
HC,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,247.0,28.0,171.0,obs2,-40.340115778138696,-9.912457263148655,335.0,335.0,13295,True,5.0
HC,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,163.0,27.0,171.0,obs2,-40.340113083205175,-9.912754258191217,335.0,335.0,,False,29.89
HC,19_Gough_Island_100m2_199.jpg,51385.0,1.0,0.0,41.0,202.0,199.0,obs2,-40.338710116572045,-9.92258004216169,334.0,334.0,13370,True,3.72
HC,21_Gough_Island_100m2_203.jpg,49872.0,1.0,0.0,156.0,106.0,203.0,obs2,-40.338488862953646,-9.917465862796785,335.0,334.0,,False,51.21
HC,22_Gough_Island_100m2_204.jpg,54957.0,2.0,0.0,204.0,306.0,204.0,obs2,-40.33903720965864,-9.91611661586497,334.0,334.0,13286,True,2.89
HC,22_Gough_Island_100m2_204.jpg,54957.0,2.0,1.0,322.0,159.0,204.0,obs2,-40.338641054430475,-9.915699419845687,334.0,334.0,13338,True,3.23
HC,23_Gough_Island_100m2_222.jpg,57986.0,2.0,0.0,224.0,222.0,222.0,obs2,-40.33789886524254,-9.917213225379818,335.0,335.0,13331,True,5.82
HC,23_Gough_Island_100m2_222.jpg,57986.0,2.0,1.0,127.0,113.0,222.0,obs2,-40.33760511748832,-9.91755617001445,335.0,335.0,,False,24.54
HC,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,288.0,143.0,240.0,obs2,-40.33678878549407,-9.916971276170377,335.0,334.0,13264,True,1.65
HC,27_Gough_Island_100m2_286.jpg,30664.0,1.0,0.0,20.0,280.0,286.0,obs2,-40.334399291386994,-9.924944823597055,335.0,334.0,,False,inf
HC,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,58.0,144.0,257.0,obs2,-40.335879500427595,-9.918951695819697,334.0,334.0,13237,True,3.13
HC,29_Gough_Island_100m2_260.jpg,32344.0,1.0,0.0,307.0,326.0,260.0,obs2,-40.33639798832914,-9.914539946560597,334.0,334.0,,False,inf
HM,1_Gough_Island_100m2_259.jpg,52903.0,3.0,0.0,138.0,25.0,259.0,obs9,-40.33557749333813,-9.916313402332413,334.0,334.0,,False,43.72
HM,1_Gough_Island_100m2_259.jpg,52903.0,3.0,1.0,113.0,108.0,259.0,obs9,-40.3358011728207,-9.91640178777944,334.0,334.0,,False,34.28
HM,1_Gough_Island_100m2_259.jpg,52903.0,3.0,2.0,58.0,99.0,259.0,obs9,-40.33577691841897,-9.9165962357629,334.0,334.0,,False,50.82
HM,2_Gough_Island_100m2_56.jpg,56973.0,2.0,0.0,285.0,305.0,56.0,obs9,-40.348090954725116,-9.910064170261178,335.0,334.0,,False,78.99
HM,2_Gough_Island_100m2_56.jpg,56973.0,2.0,1.0,111.0,303.0,56.0,obs9,-40.34808556485807,-9.910679440206984,335.0,334.0,,False,56.61
HM,3_Gough_Island_100m2_57.jpg,61766.0,2.0,0.0,3.0,187.0,57.0,obs9,-40.34778221256917,-9.90988516189603,334.0,334.0,13230,True,4.08
HM,3_Gough_Island_100m2_57.jpg,61766.0,2.0,1.0,155.0,167.0,57.0,obs9,-40.34772831389867,-9.909347684628202,334.0,334.0,,False,44.15
HM,4_Gough_Island_100m2_147.jpg,49628.0,1.0,0.0,107.0,101.0,147.0,obs9,-40.34114976828602,-9.921203910191178,335.0,334.0,,False,inf
HM,5_Gough_Island_100m2_200.jpg,53128.0,2.0,0.0,231.0,88.0,200.0,obs9,-40.3384122741502,-9.920732266212072,335.0,334.0,13279,True,1.87
HM,5_Gough_Island_100m2_200.jpg,53128.0,2.0,1.0,78.0,123.0,200.0,obs9,-40.33850659682357,-9.921273206513167,335.0,334.0,,False,36.13
HM,6_Gough_Island_100m2_79.jpg,52572.0,3.0,0.0,329.0,31.0,79.0,obs9,-40.34550349293927,-9.915772126648918,334.0,335.0,13318,True,2.52
HM,6_Gough_Island_100m2_79.jpg,52572.0,3.0,1.0,271.0,91.0,79.0,obs9,-40.345665188950775,-9.915977211008682,334.0,335.0,13244,True,2.33
HM,6_Gough_Island_100m2_79.jpg,52572.0,3.0,2.0,193.0,29.0,79.0,obs9,-40.345498103072224,-9.916253014113195,334.0,335.0,,False,29.02
HM,7_Gough_Island_100m2_83.jpg,58810.0,2.0,0.0,203.0,261.0,83.0,obs9,-40.346160557650016,-9.911509564344636,335.0,335.0,,False,27.69
HM,7_Gough_Island_100m2_83.jpg,58810.0,2.0,1.0,109.0,215.0,83.0,obs9,-40.34603659070787,-9.911841942628401,335.0,335.0,13234,True,3.89
HM,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,159.0,163.0,106.0,obs9,-40.34405670416457,-9.916348851002542,334.0,334.0,13371,True,2.19
HM,9_Gough_Island_100m2_160.jpg,51361.0,3.0,0.0,161.0,185.0,160.0,obs9,-40.34043860270212,-9.925711970347871,334.0,335.0,,False,inf
HM,9_Gough_Island_100m2_160.jpg,51361.0,3.0,1.0,182.0,191.0,160.0,obs9,-40.340454772303275,-9.925637721697592,334.0,335.0,,False,inf
HM,9_Gough_Island_100m2_160.jpg,51361.0,3.0,2.0,83.0,165.0,160.0,obs9,-40.34038470403162,-9.925987751048902,334.0,335.0,,False,inf
HM,10_Gough_Island_100m2_132.jpg,52003.0,2.0,0.0,237.0,274.0,132.0,obs9,-40.34253462178584,-9.918404347891391,334.0,334.0,13283,True,3.69
HM,10_Gough_Island_100m2_132.jpg,52003.0,2.0,1.0,114.0,7.0,132.0,obs9,-40.34181507453467,-9.918839244808517,334.0,334.0,,False,47.99
HM,11_Gough_Island_100m2_134.jpg,55581.0,3.0,0.0,109.0,246.0,134.0,obs9,-40.34248056364714,-9.916501283422729,334.0,334.0,13290,True,3.27
HM,11_Gough_Island_100m2_134.jpg,55581.0,3.0,1.0,30.0,212.0,134.0,obs9,-40.342388935907294,-9.91678060754754,334.0,334.0,,False,28.92
HM,11_Gough_Island_100m2_134.jpg,55581.0,3.0,2.0,316.0,30.0,134.0,obs9,-40.34189845800575,-9.915769383500757,334.0,334.0,13323,True,4.29
HM,12_Gough_Island_100m2_151.jpg,56763.0,2.0,0.0,46.0,266.0,151.0,obs9,-40.341631842317646,-9.916711807749008,334.0,334.0,,False,66.1
HM,12_Gough_Island_100m2_151.jpg,56763.0,2.0,1.0,145.0,233.0,151.0,obs9,-40.34154290951132,-9.916361773339267,334.0,334.0,,False,54.33
HM,13_Gough_Island_100m2_164.jpg,51976.0,2.0,0.0,267.0,51.0,164.0,obs9,-40.34011511160978,-9.920625960919923,335.0,335.0,13269,True,0.43
HM,13_Gough_Island_100m2_164.jpg,51976.0,2.0,1.0,109.0,267.0,164.0,obs9,-40.34069721725117,-9.921184593933601,335.0,335.0,,False,59.14
HM,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,107.0,228.0,165.0,obs9,-40.340601474843695,-9.920015625185087,334.0,335.0,13350,True,1.19
HM,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,85.0,318.0,166.0,obs9,-40.34085337886094,-9.91891735949786,334.0,335.0,,False,95.31
HM,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,83.0,223.0,168.0,obs9,-40.34061605017607,-9.916568810722493,334.0,335.0,13322,True,3.03
HM,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,217.0,89.0,169.0,obs9,-40.34026154908372,-9.914918953018466,334.0,335.0,13285,True,0.95
HM,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,249.0,29.0,171.0,obs9,-40.34011847307222,-9.912450191838118,335.0,335.0,13295,True,4.34
HM,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,163.0,27.0,171.0,obs9,-40.340113083205175,-9.912754258191217,335.0,335.0,,False,29.89
HM,19_Gough_Island_100m2_199.jpg,51385.0,2.0,0.0,217.0,128.0,199.0,obs9,-40.338510691491194,-9.921957784124062,334.0,334.0,,False,54.58
HM,19_Gough_Island_100m2_199.jpg,51385.0,2.0,1.0,43.0,203.0,199.0,obs9,-40.33871281150557,-9.922572971047625,334.0,334.0,13370,True,3.06
HM,20_Gough_Island_100m2_254.jpg,51146.0,1.0,0.0,233.0,155.0,254.0,obs9,-40.33588102469637,-9.92186442820517,334.0,334.0,,False,inf
HM,21_Gough_Island_100m2_203.jpg,49872.0,3.0,0.0,260.0,313.0,203.0,obs9,-40.339046714193316,-9.91709816466131,335.0,334.0,,False,55.14
HM,21_Gough_Island_100m2_203.jpg,49872.0,3.0,1.0,15.0,303.0,203.0,obs9,-40.33901976485807,-9.917964376615075,335.0,334.0,,False,24.13
HM,21_Gough_Island_100m2_203.jpg,49872.0,3.0,2.0,9.0,301.0,203.0,obs9,-40.33901437499102,-9.917985589969044,335.0,334.0,,False,25.38
HM,22_Gough_Island_100m2_204.jpg,54957.0,2.0,0.0,204.0,305.0,204.0,obs9,-40.33903451472512,-9.91611661586497,334.0,334.0,13286,True,3.14
HM,22_Gough_Island_100m2_204.jpg,54957.0,2.0,1.0,119.0,151.0,204.0,obs9,-40.33861949496227,-9.916417138421233,334.0,334.0,,False,55.84
HM,23_Gough_Island_100m2_222.jpg,57986.0,3.0,0.0,126.0,113.0,222.0,obs9,-40.33760511748832,-9.917559705526147,335.0,335.0,,False,24.76
HM,23_Gough_Island_100m2_222.jpg,57986.0,3.0,1.0,71.0,177.0,222.0,obs9,-40.337777593233916,-9.917754158669496,335.0,335.0,,False,35.4
HM,23_Gough_Island_100m2_222.jpg,57986.0,3.0,2.0,223.0,223.0,222.0,obs9,-40.337901560176064,-9.917216760891515,335.0,335.0,13331,True,5.79
HM,24_Gough_Island_100m2_102.jpg,51255.0,1.0,0.0,213.0,96.0,102.0,obs9,-40.3438386936184,-9.920869405912091,335.0,334.0,,False,inf
HM,25_Gough_Island_100m2_239.jpg,51683.0,1.0,0.0,65.0,97.0,239.0,obs9,-40.33665544855192,-9.91893919482731,334.0,334.0,,False,20.69
HM,26_Gough_Island_100m2_240.jpg,31451.0,2.0,0.0,289.0,143.0,240.0,obs9,-40.33678878549407,-9.916967740705692,335.0,334.0,13264,True,1.35
HM,26_Gough_Island_100m2_240.jpg,31451.0,2.0,1.0,198.0,150.0,240.0,obs9,-40.336807650028746,-9.917289467992134,335.0,334.0,13306,True,0.92
HM,27_Gough_Island_100m2_286.jpg,30664.0,2.0,0.0,244.0,88.0,286.0,obs9,-40.3338818641502,-9.924152911884084,335.0,334.0,,False,inf
HM,27_Gough_Island_100m2_286.jpg,30664.0,2.0,1.0,269.0,141.0,286.0,obs9,-40.33402469562702,-9.924064528880406,335.0,334.0,,False,inf
HM,28_Gough_Island_100m2_257.jpg,30687.0,4.0,0.0,59.0,143.0,257.0,obs9,-40.33587680549407,-9.918948160402794,334.0,334.0,13237,True,2.81
HM,28_Gough_Island_100m2_257.jpg,30687.0,4.0,1.0,121.0,219.0,257.0,obs9,-40.336081620441966,-9.918728964554882,334.0,334.0,13263,True,0.72
HM,28_Gough_Island_100m2_257.jpg,30687.0,4.0,2.0,255.0,170.0,257.0,obs9,-40.33594956869924,-9.91825521869004,334.0,334.0,,False,42.1
HM,28_Gough_Island_100m2_257.jpg,30687.0,4.0,3.0,218.0,133.0,257.0,obs9,-40.335849856158816,-9.918386029115407,334.0,334.0,,False,38.13
HM,29_Gough_Island_100m2_260.jpg,32344.0,1.0,0.0,309.0,327.0,260.0,obs9,-40.33640068326267,-9.914532875723859,334.0,334.0,,False,inf
HM,30_Gough_Island_100m2_224.jpg,32814.0,1.0,0.0,229.0,57.0,224.0,obs9,-40.33747557121092,-9.9148400575649,334.0,335.0,,False,39.91
MB,2_Gough_Island_100m2_56.jpg,56973.0,1.0,0.0,285.0,305.0,56.0,obs6,-40.348090954725116,-9.910064170261178,335.0,334.0,,False,78.99
MB,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,88.0,200.0,obs6,-40.3384122741502,-9.920732266212072,335.0,334.0,13279,True,1.87
MB,6_Gough_Island_100m2_79.jpg,52572.0,1.0,0.0,328.0,30.0,79.0,obs6,-40.34550079800575,-9.915775662586155,334.0,335.0,13318,True,2.9
MB,7_Gough_Island_100m2_83.jpg,58810.0,1.0,0.0,110.0,214.0,83.0,obs6,-40.34603389577434,-9.911838406689212,335.0,335.0,13234,True,3.91
MB,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,159.0,163.0,106.0,obs6,-40.34405670416457,-9.916348851002542,334.0,334.0,13371,True,2.19
MB,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,238.0,274.0,132.0,obs6,-40.34253462178584,-9.918400812144096,334.0,334.0,13283,True,3.45
MB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,0.0,315.0,30.0,134.0,obs6,-40.34189845800575,-9.915772919249171,334.0,334.0,13323,True,4.46
MB,11_Gough_Island_100m2_134.jpg,55581.0,2.0,1.0,109.0,245.0,134.0,obs6,-40.342477868713615,-9.916501283422729,334.0,334.0,13290,True,3.32
MB,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,51.0,164.0,obs6,-40.34011511160978,-9.920625960919923,335.0,335.0,13269,True,0.43
MB,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,228.0,165.0,obs6,-40.340601474843695,-9.920019160837562,334.0,335.0,13350,True,1.28
MB,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,84.0,318.0,166.0,obs6,-40.34085337886094,-9.918920895150826,334.0,335.0,,False,95.25
MB,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,222.0,168.0,obs6,-40.340613355242546,-9.916572346376439,334.0,335.0,13322,True,3.41
MB,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,216.0,90.0,169.0,obs6,-40.34026424401725,-9.91492248867276,334.0,335.0,13285,True,1.3
MB,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,248.0,28.0,171.0,obs6,-40.340115778138696,-9.912453727493386,335.0,335.0,13295,True,4.73
MB,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,163.0,27.0,171.0,obs6,-40.340113083205175,-9.912754258191217,335.0,335.0,,False,29.89
MB,22_Gough_Island_100m2_204.jpg,54957.0,1.0,0.0,204.0,305.0,204.0,obs6,-40.33903451472512,-9.91611661586497,334.0,334.0,13286,True,3.14
MB,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,288.0,143.0,240.0,obs6,-40.33678878549407,-9.916971276170377,335.0,334.0,13264,True,1.65
MB,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,59.0,144.0,257.0,obs6,-40.335879500427595,-9.918948160402794,334.0,334.0,13237,True,2.84
MB,29_Gough_Island_100m2_260.jpg,32344.0,1.0,0.0,308.0,327.0,260.0,obs6,-40.33640068326267,-9.914536411142228,334.0,334.0,,False,inf
MB,30_Gough_Island_100m2_224.jpg,32814.0,1.0,0.0,318.0,323.0,224.0,obs6,-40.33819242352856,-9.914525396924185,334.0,335.0,13251,True,0.86
NR,1_Gough_Island_100m2_259.jpg,52903.0,3.0,0.0,111.0,108.0,259.0,obs4,-40.3358011728207,-9.916408858615203,334.0,334.0,,False,34.84
NR,1_Gough_Island_100m2_259.jpg,52903.0,3.0,1.0,137.0,25.0,259.0,obs4,-40.33557749333813,-9.916316937750294,334.0,334.0,,False,43.89
NR,1_Gough_Island_100m2_259.jpg,52903.0,3.0,2.0,58.0,98.0,259.0,obs4,-40.33577422348545,-9.9165962357629,334.0,334.0,,False,50.9
NR,2_Gough_Island_100m2_56.jpg,56973.0,2.0,0.0,285.0,305.0,56.0,obs4,-40.348090954725116,-9.910064170261178,335.0,334.0,,False,78.99
NR,2_Gough_Island_100m2_56.jpg,56973.0,2.0,1.0,110.0,302.0,56.0,obs4,-40.34808286992454,-9.910682976241155,335.0,334.0,,False,56.29
NR,3_Gough_Island_100m2_57.jpg,61766.0,4.0,0.0,216.0,200.0,57.0,obs4,-40.347817246705,-9.909131986514138,334.0,334.0,,False,61.44
NR,3_Gough_Island_100m2_57.jpg,61766.0,4.0,1.0,154.0,167.0,57.0,obs4,-40.34772831389867,-9.909351220662858,334.0,334.0,,False,43.86
NR,3_Gough_Island_100m2_57.jpg,61766.0,4.0,2.0,93.0,88.0,57.0,obs4,-40.3475154141502,-9.909566918776921,334.0,334.0,,False,41.13
NR,3_Gough_Island_100m2_57.jpg,61766.0,4.0,3.0,83.0,68.0,57.0,obs4,-40.3474615154797,-9.909602279123488,334.0,334.0,,False,44.55
NR,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,230.0,87.0,200.0,obs4,-40.33840957921667,-9.920735801769595,335.0,334.0,13279,True,2.16
NR,6_Gough_Island_100m2_79.jpg,52572.0,1.0,0.0,328.0,31.0,79.0,obs4,-40.34550349293927,-9.915775662586155,334.0,335.0,13318,True,2.62
NR,7_Gough_Island_100m2_83.jpg,58810.0,1.0,0.0,110.0,213.0,83.0,obs4,-40.34603120084082,-9.911838406689212,335.0,335.0,13234,True,4.15
NR,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,160.0,163.0,106.0,obs4,-40.34405670416457,-9.916345315159791,334.0,334.0,13371,True,1.89
NR,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,236.0,274.0,132.0,obs4,-40.34253462178584,-9.918407883638684,334.0,334.0,13283,True,3.94
NR,11_Gough_Island_100m2_134.jpg,55581.0,3.0,0.0,315.0,29.0,134.0,obs4,-40.34189576307222,-9.915772919249171,334.0,334.0,13323,True,4.22
NR,11_Gough_Island_100m2_134.jpg,55581.0,3.0,1.0,109.0,245.0,134.0,obs4,-40.342477868713615,-9.916501283422729,334.0,334.0,13290,True,3.32
NR,11_Gough_Island_100m2_134.jpg,55581.0,3.0,2.0,30.0,212.0,134.0,obs4,-40.342388935907294,-9.91678060754754,334.0,334.0,,False,28.92
NR,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,52.0,164.0,obs4,-40.340117806543304,-9.920625960919923,335.0,335.0,13269,True,0.47
NR,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,229.0,165.0,obs4,-40.34060416977722,-9.920019160837562,334.0,335.0,13350,True,1.02
NR,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,85.0,318.0,166.0,obs4,-40.34085337886094,-9.91891735949786,334.0,335.0,,False,95.31
NR,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,83.0,221.0,168.0,obs4,-40.34061066030902,-9.916568810722493,334.0,335.0,13322,True,3.27
NR,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,217.0,91.0,169.0,obs4,-40.340266938950776,-9.914918953018466,334.0,335.0,13285,True,1.16
NR,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,247.0,28.0,171.0,obs4,-40.340115778138696,-9.912457263148655,335.0,335.0,13295,True,5.0
NR,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,162.0,26.0,171.0,obs4,-40.34011038827165,-9.912757793846486,335.0,335.0,,False,30.21
NR,22_Gough_Island_100m2_204.jpg,54957.0,2.0,0.0,204.0,306.0,204.0,obs4,-40.33903720965864,-9.91611661586497,334.0,334.0,13286,True,2.89
NR,22_Gough_Island_100m2_204.jpg,54957.0,2.0,1.0,321.0,159.0,204.0,obs4,-40.338641054430475,-9.915702955405173,334.0,334.0,13338,True,3.32
NR,25_Gough_Island_100m2_239.jpg,51683.0,1.0,0.0,64.0,97.0,239.0,obs4,-40.33665544855192,-9.918942730291505,334.0,334.0,,False,20.62
NR,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,287.0,144.0,240.0,obs4,-40.3367914804276,-9.916974811635065,335.0,334.0,13264,True,2.0
NR,28_Gough_Island_100m2_257.jpg,30687.0,1.0,0.0,60.0,145.0,257.0,obs4,-40.335882195361116,-9.918944624985892,334.0,334.0,13237,True,2.6
ST,2_Gough_Island_100m2_56.jpg,56973.0,2.0,0.0,286.0,304.0,56.0,obs7,-40.34808825979159,-9.910060634227007,335.0,334.0,,False,78.98
ST,2_Gough_Island_100m2_56.jpg,56973.0,2.0,1.0,110.0,302.0,56.0,obs7,-40.34808286992454,-9.910682976241155,335.0,334.0,,False,56.29
ST,3_Gough_Island_100m2_57.jpg,61766.0,1.0,0.0,155.0,168.0,57.0,obs7,-40.3477310088322,-9.909347684628202,334.0,334.0,,False,44.09
ST,5_Gough_Island_100m2_200.jpg,53128.0,1.0,0.0,231.0,87.0,200.0,obs7,-40.33840957921667,-9.920732266212072,335.0,334.0,13279,True,2.17
ST,6_Gough_Island_100m2_79.jpg,52572.0,1.0,0.0,329.0,31.0,79.0,obs7,-40.34550349293927,-9.915772126648918,334.0,335.0,13318,True,2.52
ST,7_Gough_Island_100m2_83.jpg,58810.0,1.0,0.0,110.0,214.0,83.0,obs7,-40.34603389577434,-9.911838406689212,335.0,335.0,13234,True,3.91
ST,8_Gough_Island_100m2_106.jpg,56699.0,1.0,0.0,159.0,163.0,106.0,obs7,-40.34405670416457,-9.916348851002542,334.0,334.0,13371,True,2.19
ST,10_Gough_Island_100m2_132.jpg,52003.0,1.0,0.0,237.0,274.0,132.0,obs7,-40.34253462178584,-9.918404347891391,334.0,334.0,13283,True,3.69
ST,11_Gough_Island_100m2_134.jpg,55581.0,3.0,0.0,315.0,29.0,134.0,obs7,-40.34189576307222,-9.915772919249171,334.0,334.0,13323,True,4.22
ST,11_Gough_Island_100m2_134.jpg,55581.0,3.0,1.0,109.0,245.0,134.0,obs7,-40.342477868713615,-9.916501283422729,334.0,334.0,13290,True,3.32
ST,11_Gough_Island_100m2_134.jpg,55581.0,3.0,2.0,30.0,211.0,134.0,obs7,-40.34238624097377,-9.91678060754754,334.0,334.0,,False,29.03
ST,12_Gough_Island_100m2_151.jpg,56763.0,1.0,0.0,46.0,266.0,151.0,obs7,-40.341631842317646,-9.916711807749008,334.0,334.0,,False,66.1
ST,13_Gough_Island_100m2_164.jpg,51976.0,1.0,0.0,267.0,51.0,164.0,obs7,-40.34011511160978,-9.920625960919923,335.0,335.0,13269,True,0.43
ST,14_Gough_Island_100m2_165.jpg,53222.0,1.0,0.0,106.0,227.0,165.0,obs7,-40.340598779910174,-9.920019160837562,334.0,335.0,13350,True,1.56
ST,15_Gough_Island_100m2_166.jpg,51382.0,1.0,0.0,85.0,318.0,166.0,obs7,-40.34085337886094,-9.91891735949786,334.0,335.0,,False,95.31
ST,16_Gough_Island_100m2_168.jpg,53435.0,1.0,0.0,82.0,222.0,168.0,obs7,-40.340613355242546,-9.916572346376439,334.0,335.0,13322,True,3.41
ST,17_Gough_Island_100m2_169.jpg,54083.0,1.0,0.0,217.0,90.0,169.0,obs7,-40.34026424401725,-9.914918953018466,334.0,335.0,13285,True,1.02
ST,18_Gough_Island_100m2_171.jpg,55973.0,2.0,0.0,163.0,27.0,171.0,obs7,-40.340113083205175,-9.912754258191217,335.0,335.0,,False,29.89
ST,18_Gough_Island_100m2_171.jpg,55973.0,2.0,1.0,247.0,27.0,171.0,obs7,-40.340113083205175,-9.912457263148655,335.0,335.0,13295,True,5.13
ST,19_Gough_Island_100m2_199.jpg,51385.0,2.0,0.0,42.0,203.0,199.0,obs7,-40.33871281150557,-9.922576506604656,334.0,334.0,13370,True,3.34
ST,19_Gough_Island_100m2_199.jpg,51385.0,2.0,1.0,218.0,128.0,199.0,obs7,-40.338510691491194,-9.92195424856703,334.0,334.0,,False,54.85
ST,22_Gough_Island_100m2_204.jpg,54957.0,1.0,0.0,203.0,306.0,204.0,obs7,-40.33903720965864,-9.916120151424455,334.0,334.0,13286,True,3.08
ST,25_Gough_Island_100m2_239.jpg,51683.0,1.0,0.0,173.0,162.0,239.0,obs7,-40.336830619231044,-9.918557364694227,334.0,334.0,,False,11.14
ST,26_Gough_Island_100m2_240.jpg,31451.0,1.0,0.0,289.0,143.0,240.0,obs7,-40.33678878549407,-9.916967740705692,335.0,334.0,13264,True,1.35
ST,27_Gough_Island_100m2_286.jpg,30664.0,2.0,0.0,144.0,29.0,286.0,obs7,-40.333722863072225,-9.924506443898803,335.0,334.0,,False,inf
ST,27_Gough_Island_100m2_286.jpg,30664.0,2.0,1.0,21.0,280.0,286.0,obs7,-40.334399291386994,-9.924941288276909,335.0,334.0,,False,inf
ST,28_Gough_Island_100m2_257.jpg,30687.0,3.0,0.0,59.0,144.0,257.0,obs7,-40.335879500427595,-9.918948160402794,334.0,334.0,13237,True,2.84
ST,28_Gough_Island_100m2_257.jpg,30687.0,3.0,1.0,120.0,218.0,257.0,obs7,-40.33607892550844,-9.918732499971785,334.0,334.0,13263,True,0.83
ST,28_Gough_Island_100m2_257.jpg,30687.0,3.0,2.0,255.0,170.0,257.0,obs7,-40.33594956869924,-9.91825521869004,334.0,334.0,,False,42.1
